time,divergence,geopotential,relative_humidity,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,total_precipitation
01-25-1980,1.7279442e-06,79612.58,0.47481525,0.001971927,246.54329,24.647522,9.603656,-0.026260158,6.7125196
01-26-1980,1.8441922e-07,79465.13,0.5555874,0.0029709174,247.02187,24.163248,14.704661,-0.03900457,9.25452
01-27-1980,1.3870284e-07,79655.46,0.31283167,0.0016542843,247.01419,21.169231,6.744811,0.026186017,0.22041051
01-28-1980,2.497054e-06,79877.23,0.25854903,0.0011753046,245.76231,23.318779,4.8311715,0.01897579,0.007890739
01-29-1980,-1.0775681e-06,79928.43,0.28204143,0.0014550465,246.07005,24.31997,2.6699946,0.022139328,0.000880541
01-30-1980,-2.5674888e-06,80272.6,0.31374756,0.001929239,247.06229,25.04115,-0.7628174,0.037137948,0.011147369
01-31-1980,-2.3399496e-06,80278.51,0.42701513,0.0022685158,246.95042,28.570208,-2.3331888,0.025983997,3.5573041
02-01-1980,-1.9448e-06,79835.7,0.2860277,0.0006753818,243.74857,27.752794,-7.877718,0.12013049,6.909366e-05
02-02-1980,9.0248164e-07,79520.87,0.34749305,0.0007300202,243.11473,25.1505,-2.719208,0.005562964,0.02145667
02-03-1980,1.0467821e-06,78782.62,0.30678263,0.00092592806,242.46535,24.926548,-3.1483014,0.07057759,0.25688842
02-04-1980,-2.1020937e-06,79230.68,0.22867563,0.0008103427,243.21066,21.625135,-11.192713,0.15604044,0.0
02-05-1980,-3.4713694e-06,79430.72,0.29714713,0.0012499955,244.35817,22.85787,-1.3180845,0.040188096,0.004293312
02-06-1980,-2.740317e-06,79149.99,0.23265177,0.0011205886,244.30582,28.353323,-5.312063,0.102632776,2.4299672
02-07-1980,-4.941072e-07,79478.63,0.22458754,0.00073919364,244.34152,20.845827,-4.7094774,0.072111875,0.0
02-08-1980,1.0299789e-06,79861.34,0.34346703,0.001497946,245.55843,21.200035,6.2950006,-0.004638008,0.00626036
02-09-1980,-7.0809588e-06,79798.19,0.38892552,0.0027786407,247.08803,26.989737,7.9654775,-0.059643988,6.8626018
02-10-1980,2.2981742e-07,79410.805,0.2825341,0.0013074643,245.13727,33.58731,2.9353611,0.029551324,4.422571
02-11-1980,-1.2386043e-06,79442.555,0.31375948,0.0007651174,244.28326,32.844883,3.4463284,0.038605943,0.00023777122
02-12-1980,9.500631e-07,79725.32,0.44388372,0.0012466158,244.54034,31.40801,6.945191,-0.000544783,0.0
02-13-1980,1.6473406e-06,79956.4,0.4895943,0.0018061014,245.03166,28.883913,8.928513,-0.027963249,0.7158329
02-14-1980,2.588365e-06,80263.3,0.32432625,0.0019346024,245.90233,26.933544,6.8696203,0.009545159,0.2065163
02-15-1980,7.1660816e-07,80033.87,0.33698618,0.0023597116,246.40677,28.327374,-1.401703,0.035557058,0.45833385
02-16-1980,2.0038354e-07,79325.7,0.42719334,0.0025363772,246.3309,34.044926,-1.3682334,-0.0072207022,2.963048
02-17-1980,2.0727348e-06,78620.14,0.327174,0.000980622,242.73657,28.654676,-4.3003836,-0.004015453,3.5944967
02-18-1980,-4.9470833e-07,78892.26,0.3504046,0.00092520524,243.44835,14.221328,-2.4572973,0.003142146,0.042767387
02-19-1980,6.375649e-07,79673.99,0.31873104,0.0018005385,246.72446,18.284376,-8.684658,0.053835716,0.103933826
02-20-1980,-2.7187746e-06,80081.86,0.26209158,0.0020928169,248.6817,24.663465,-3.5662043,0.04357576,0.09709983
02-21-1980,-5.252089e-07,80145.18,0.31774187,0.0022588326,248.90028,23.534365,9.394279,-0.031277634,0.13594022
02-22-1980,2.4716708e-06,79905.22,0.32942405,0.0028070905,248.34573,23.58015,10.727896,-0.05510672,2.766538
02-23-1980,1.0061756e-06,80004.51,0.2735563,0.0022547576,248.344,25.620924,6.2776766,0.029395964,0.87118894
02-24-1980,2.7853932e-06,80078.78,0.35792506,0.0027693487,247.78749,26.766344,7.6819,-0.02913161,12.353879
02-25-1980,1.5644544e-06,79832.27,0.34246203,0.0020676428,246.78955,29.267971,5.62616,0.017802425,2.1043491
02-26-1980,-6.122616e-07,79839.516,0.16478565,0.00043333886,244.52956,27.940823,-3.9530196,0.112883344,0.0
02-27-1980,-1.3641602e-06,79832.23,0.21261467,0.00048377152,244.7492,28.417768,-0.6042761,0.021539105,0.0
02-28-1980,-1.2128064e-06,79902.78,0.16178052,0.0009467506,246.21939,18.20836,-3.907527,0.061618824,3.539026e-05
02-29-1980,-3.2724822e-07,79848.57,0.28580314,0.0017066257,247.25946,17.52998,3.7289083,-0.034423813,0.70327073
03-01-1980,4.0595137e-06,79313.59,0.40678087,0.0025048694,246.38908,21.725973,8.56373,-0.044664066,4.5310745
03-02-1980,4.9829114e-09,78681.84,0.21958612,0.0005767976,241.90942,30.539024,-2.7606664,0.16251689,0.026700288
03-03-1980,-1.9754998e-06,79451.32,0.13155451,0.0002653768,242.5654,20.792654,-10.5864315,0.18021154,7.078052e-05
03-04-1980,-5.2665456e-07,79720.97,0.3565358,0.0014669038,244.97894,19.369785,3.8849447,-0.044796582,0.5371895
03-05-1980,6.460348e-07,79443.59,0.36219355,0.0024822662,246.45074,25.520163,6.0007453,-0.061506394,8.122133
03-06-1980,2.012164e-07,79697.03,0.24221574,0.0018228455,245.95729,23.517256,-1.2329352,0.029045973,0.5259949
03-07-1980,4.8535117e-07,80072.83,0.4289288,0.0029869804,247.02074,19.982012,2.2620728,-0.10859999,12.159455
03-08-1980,1.3684942e-07,80264.86,0.50269425,0.003540602,248.0408,23.623217,3.6727958,-0.05794674,19.06634
03-09-1980,2.9191035e-06,80173.12,0.5286761,0.0034465366,247.63808,26.084259,0.14855489,-0.09549049,15.282864
03-10-1980,-3.4799739e-06,79830.09,0.43880016,0.002932094,247.73817,29.89566,-2.9897182,0.06266309,3.6481473
03-11-1980,9.2123304e-07,80015.95,0.4585893,0.0026065814,247.7531,26.231464,-6.8749127,0.010014655,0.38622686
03-12-1980,-8.8284537e-07,79986.234,0.53289783,0.0034975,248.78665,28.496187,2.1315143,-0.16400932,4.071427
03-13-1980,-1.4523113e-07,79871.62,0.3212481,0.0020491076,249.32684,30.942362,3.4710069,-0.018553836,4.974672
03-14-1980,2.5435422e-06,80342.72,0.27858293,0.0007984585,247.01129,25.726131,-0.07162985,0.089824796,0.0
03-15-1980,-2.9622572e-07,80527.81,0.3629801,0.0012541626,246.86319,20.54313,2.0930645,0.0012953333,0.15830833
03-16-1980,1.4104563e-06,80523.055,0.41569418,0.0022388424,247.5635,17.95271,2.5415268,-0.08129119,0.058246557
03-17-1980,2.9510268e-06,80430.555,0.56340533,0.0037103684,248.30338,20.223345,10.8088875,-0.2460215,7.598285
03-18-1980,2.888221e-06,80320.445,0.39838246,0.0018944958,246.55315,24.169657,5.8185873,-0.043890093,30.196098
03-19-1980,-9.801485e-07,80645.47,0.39151484,0.0020145627,247.12213,19.786621,5.3244715,0.003572073,0.10256513
03-20-1980,3.1510885e-06,80592.65,0.44933268,0.0029871245,248.1617,22.237429,9.715986,-0.050668333,0.40473852
03-21-1980,1.4431834e-06,80199.49,0.2973609,0.001993448,247.706,26.85963,2.832539,-0.011794344,15.388912
03-22-1980,-2.620579e-06,80181.62,0.1372959,0.0006973347,246.77367,21.652285,-3.5092452,0.086431466,1.769513e-05
03-23-1980,3.573915e-07,80242.64,0.3067792,0.0014091532,247.55301,18.597527,0.95976,0.011233168,0.0002935276
03-24-1980,-3.0190831e-06,80187.195,0.5106501,0.0034093854,248.6413,24.310791,7.826434,-0.0463019,5.3716607
03-25-1980,5.202174e-07,80281.93,0.35603425,0.0019130621,248.16528,23.915201,4.064784,0.027185462,0.0070275273
03-26-1980,7.423397e-07,80451.44,0.50034845,0.002903156,248.10231,21.29824,9.36899,-0.095620625,3.07958
03-27-1980,1.7845748e-06,80455.61,0.57258254,0.0033503575,248.03647,17.826698,9.934389,-0.05991415,13.537706
03-28-1980,3.893848e-06,80248.555,0.6087064,0.0039295945,248.71393,18.967058,13.392458,-0.3015291,52.13361
03-29-1980,1.8008566e-06,80106.14,0.5497731,0.0033427237,248.43118,22.493599,10.476783,-0.17084688,26.580208
03-30-1980,3.6969577e-06,79692.57,0.34310323,0.0021919357,248.44424,27.29815,12.097509,0.019335087,46.03252
03-31-1980,1.0985736e-06,79841.51,0.30066058,0.0012563332,247.69981,31.867373,7.5963645,0.06029019,0.0
04-01-1980,4.874234e-07,80285.08,0.41280878,0.0018050405,248.07356,23.191256,7.3403997,-0.012667124,0.043194473
04-02-1980,2.088664e-06,80623.164,0.5611101,0.0034709324,248.92914,18.520948,8.634581,-0.4508652,45.787735
04-03-1980,2.7284003e-07,80521.766,0.3779101,0.0035974933,249.27179,18.942192,5.9286075,-0.041454665,43.892555
04-04-1980,-5.36258e-07,80609.28,0.33237287,0.0028971555,249.04462,20.793037,0.67832285,-0.022726728,6.967053
04-05-1980,-1.0693094e-06,80477.48,0.22772497,0.0009656354,247.6066,23.108677,-5.8921833,0.082394004,0.0
04-06-1980,1.1505067e-06,80229.18,0.35308358,0.0016265505,247.34988,22.627571,1.0002846,-0.00018650379,0.1509924
04-07-1980,3.2018383e-07,80097.28,0.3760982,0.0030618447,248.13255,17.570553,2.5772862,-0.16113076,19.77874
04-08-1980,5.669521e-07,80365.59,0.3610093,0.0032331606,248.74149,17.11073,3.2475245,-0.044494804,6.0753517
04-09-1980,-8.076593e-08,80186.43,0.17670347,0.0011632319,247.55113,20.519238,2.4505153,0.028522177,0.11835286
04-10-1980,-1.35749e-06,79796.7,0.19873063,0.0009908366,247.02069,20.05368,-4.0011854,0.049002748,0.0
04-11-1980,-1.9513573e-06,79872.945,0.29689795,0.002200745,247.6055,15.821221,2.2404687,-0.05040943,2.121759
04-12-1980,-1.9156978e-06,79996.08,0.52974963,0.0035985087,248.36456,14.625963,7.6847353,-0.3759731,31.32672
04-13-1980,-3.8354888e-06,79749.15,0.41774783,0.003679993,248.94873,16.148031,12.054605,-0.11802517,28.257528
04-14-1980,3.5366136e-06,79025.88,0.2267321,0.001136267,246.23448,26.96388,16.077778,0.05270613,0.7451415
04-15-1980,3.2645964e-08,79105.84,0.16763407,0.0010166747,246.27766,24.29236,2.6520457,0.10679989,0.10982165
04-16-1980,-8.019069e-07,80170.26,0.2332272,0.001444256,247.1311,15.480117,-2.3986363,0.04918032,0.2079635
04-17-1980,4.2395334e-07,80150.125,0.23676549,0.0014673969,246.9712,14.184585,2.8570447,-0.017896423,0.14848378
04-18-1980,-8.566986e-07,79528.46,0.29251006,0.0020260396,246.37294,20.560045,2.352868,-0.042198993,5.462359
04-19-1980,-1.6810844e-07,79203.445,0.30393597,0.0018852825,245.8194,9.628949,-6.343898,0.013217133,13.886132
04-20-1980,-6.52621e-07,79723.86,0.2364864,0.0016330169,246.32938,7.158462,-8.804877,0.0992881,0.007814051
04-21-1980,-3.4115378e-06,79873.805,0.20369667,0.0014735295,247.16151,8.532088,-12.155828,0.12552193,3.539026e-05
04-22-1980,-1.6060778e-06,80326.01,0.25387838,0.0018196596,248.34155,7.5272837,-7.2482533,0.039517846,9.313228e-06
04-23-1980,1.5830902e-07,80329.63,0.3156004,0.0019242864,248.86157,9.658739,-0.9815312,-0.0052077346,0.0003776835
04-24-1980,-1.6103048e-06,80089.28,0.28992355,0.0020791749,249.16798,12.397368,-0.88407767,0.018790089,0.012908563
04-25-1980,-8.7887804e-07,80071.016,0.3234552,0.0029031036,249.48431,16.389193,5.7026796,-0.046331186,0.20832603
04-26-1980,-1.4979993e-07,79985.88,0.38040322,0.0030466018,249.64801,18.542309,13.0716715,-0.15606102,18.077503
04-27-1980,2.1409226e-06,79705.49,0.24014667,0.0017207828,247.83919,22.688374,3.6972597,0.033241864,0.009337324
04-28-1980,-1.8471949e-06,79746.17,0.2757299,0.0014563464,247.20578,24.719055,-6.8154135,0.07158129,0.031018823
04-29-1980,-1.1769078e-07,79611.37,0.21415392,0.0015584583,247.84071,25.42857,-11.500399,0.077903695,0.0
04-30-1980,-1.9040552e-06,79931.3,0.36666885,0.0023212133,248.8942,25.619566,-10.303377,0.020273061,0.0004326796
05-01-1980,1.3870734e-06,80331.23,0.45980614,0.0027331584,249.55092,24.618227,-0.67074406,-0.06896515,0.14372566
05-02-1980,9.587736e-07,80340.28,0.38183233,0.0031380905,249.33568,22.842928,0.6737894,-0.010069743,1.1188709
05-03-1980,-5.804828e-07,80330.07,0.28856844,0.002697352,249.186,22.842716,-1.6720288,0.039076768,6.1752305
05-04-1980,-8.5423324e-07,80346.305,0.33379003,0.0024689338,248.99596,20.886883,-2.7404592,0.07693518,0.06481853
05-05-1980,-2.531851e-06,80137.76,0.2603919,0.0020407417,248.72786,20.408255,-2.235238,0.06657848,0.00973526
05-06-1980,-1.2022837e-06,80029.445,0.30082238,0.0024602055,248.56258,19.484707,-4.615767,0.04947235,0.019383915
05-07-1980,-3.2529382e-08,80258.055,0.36969933,0.0027692618,249.06981,17.219704,-1.9806402,0.027282588,0.3464713
05-08-1980,-4.613002e-07,80280.36,0.41377288,0.0032524264,249.39328,20.747505,-0.87128174,-0.013003998,1.4731889
05-09-1980,1.1302362e-06,80216.305,0.4210415,0.0030841415,249.17116,19.186026,-2.8968465,-0.039435353,15.450038
05-10-1980,-1.6212065e-06,80560.21,0.22125223,0.001929715,249.73573,16.651901,-3.501794,0.044871256,7.422364e-05
05-11-1980,-1.2952189e-06,80951.61,0.25446096,0.002352039,250.58127,14.5610285,-2.4523592,0.008758638,0.012825215
05-12-1980,-1.2652138e-06,81365.09,0.33579928,0.0023248533,251.44922,11.901196,-2.378987,-0.0051978184,0.00905652
05-13-1980,2.6820788e-07,81309.42,0.51344943,0.0034226836,250.95474,13.893873,4.940742,-0.057035204,0.26834396
05-14-1980,3.2585902e-07,80969.83,0.53506684,0.003967134,250.29164,14.735708,2.862607,-0.0041708397,1.881625
05-15-1980,2.7982521e-06,80702.07,0.5508056,0.004057266,250.00613,15.651595,4.6810174,-0.10252387,7.8196683
05-16-1980,2.4228234e-06,80891.766,0.54369015,0.0044053295,250.76675,11.847373,9.211132,-0.31530613,24.597803
05-17-1980,3.924264e-06,81040.266,0.5848516,0.004378239,250.59987,13.413448,10.375048,-0.15360372,69.99671
05-18-1980,1.2928342e-06,81286.055,0.30138287,0.0033241808,250.83293,11.698839,3.7748995,-0.0011350223,3.2624142
05-19-1980,2.984851e-06,81162.266,0.5405556,0.0040791337,250.46742,11.34416,5.529491,-0.15129451,11.612556
05-20-1980,-1.0890225e-06,80812.96,0.37030867,0.0032215656,250.26099,14.372593,2.7887764,0.022209989,12.519401
05-21-1980,-1.2487496e-07,80649.47,0.42025936,0.0031656923,249.86955,11.368938,3.3235,-0.017046284,1.4394867
05-22-1980,-5.6193886e-07,80552.18,0.44548094,0.0034537432,250.07951,14.293299,5.9925427,-0.16653258,31.174208
05-23-1980,6.129379e-08,80588.77,0.31203282,0.0030799909,250.4194,17.8894,5.5581417,-0.009266473,5.440385
05-24-1980,-1.3578685e-06,80737.695,0.34551293,0.0032634325,250.79988,14.374593,-0.81332725,0.015374959,0.15838407
05-25-1980,9.636505e-07,80700.33,0.29929683,0.003768346,251.06862,12.8411255,-5.818932,0.027788898,1.9492186
05-26-1980,3.3407066e-06,80849.29,0.30814627,0.0036390687,251.29485,10.015089,-9.166479,-0.05356499,8.687628
05-27-1980,-2.0957246e-07,81159.83,0.28778931,0.0031047002,251.4171,5.8983746,-3.2932909,0.032463342,0.36939892
05-28-1980,-1.2272371e-06,81263.05,0.34822857,0.0029403088,250.98291,4.132134,-0.7328653,-0.022586925,0.1013189
05-29-1980,-1.51917e-06,81346.45,0.3006069,0.0026071547,251.13087,4.933393,-7.794035,0.03122159,0.08180694
05-30-1980,-1.5325271e-06,81377.88,0.3298748,0.002850557,251.2643,2.8752582,-8.194719,0.039319273,0.31805927
05-31-1980,-1.4468816e-06,81594.05,0.3131733,0.0030494332,251.10875,3.2046797,-12.680053,0.08583583,0.20392622
06-01-1980,-1.4999221e-06,81704.87,0.28968745,0.002696562,251.67401,1.758532,-9.453733,0.058347855,0.042458963
06-02-1980,-4.5048137e-07,81841.016,0.33138132,0.0027613586,252.06671,0.7040153,-3.0257196,0.034210958,0.00020434974
06-03-1980,-1.442674e-07,82037.414,0.31684354,0.002778241,252.13217,1.0913028,-1.5781581,0.03753605,0.021691991
06-04-1980,-1.1662406e-06,82097.14,0.2935367,0.002755238,252.12148,3.15543,-2.974258,0.029995216,0.079629906
06-05-1980,4.513e-08,81938.32,0.30826527,0.0028236953,252.02762,5.677478,-4.1301174,0.012349263,0.009558771
06-06-1980,-1.5340958e-06,81868.05,0.28436932,0.002977662,252.05081,4.1877713,-5.8365626,0.006869889,0.010202698
06-07-1980,6.5121856e-07,81964.95,0.33673665,0.0035065918,251.98619,-0.6427895,-7.3408403,0.033061154,0.4725039
06-08-1980,-1.7263025e-07,81989.83,0.33167645,0.0033672897,252.29129,-0.37389195,-6.479059,0.04874975,0.103207506
06-09-1980,-2.8583022e-06,81629.07,0.48323318,0.004252939,251.79306,4.336248,-4.7763205,-0.017831635,2.2200856
06-10-1980,-8.3613844e-07,81183.914,0.44270128,0.003319527,251.02678,10.932918,-3.6208174,-0.013924041,1.9057924
06-11-1980,-2.898402e-06,81224.71,0.2350578,0.0021723853,251.14757,8.805863,-4.674428,0.028276175,4.599438e-05
06-12-1980,-1.3959112e-06,81449.26,0.18246152,0.0018664281,251.63972,3.82136,-6.570941,0.008894566,3.539026e-05
06-13-1980,-2.7942501e-06,81522.555,0.17260168,0.0019992772,251.84886,-1.1238813,-9.871489,0.047229804,1.2673903e-05
06-14-1980,-1.2148428e-06,81619.305,0.20102617,0.0024353042,251.83969,-1.2319853,-8.420201,0.056526475,0.000301481
06-15-1980,-1.023007e-06,81811.91,0.23206979,0.0027626788,252.27548,-4.131107,-5.034305,0.06081631,0.016518809
06-16-1980,-1.9498523e-06,81960.22,0.22602804,0.0025989737,252.35448,-0.60719925,-3.492593,0.02366986,0.0034232803
06-17-1980,-4.832826e-07,81962.13,0.25105146,0.0029857974,252.33365,2.9885278,-2.5716221,0.018484844,0.26441294
06-18-1980,-9.720114e-07,81858.945,0.3875407,0.0042647775,252.27354,5.3400702,-4.189761,0.025051482,4.5690937
06-19-1980,-1.0331316e-06,81706.414,0.353202,0.0042084004,252.61697,5.589921,-3.9712143,0.017073836,2.2092156
06-20-1980,8.642928e-07,81730.62,0.50107265,0.0046053254,252.2908,5.0864706,-2.9412372,-0.02983941,20.411768
06-21-1980,-9.070291e-07,81762.45,0.49011892,0.004434377,252.26405,6.1203356,-3.226377,0.007052551,2.8283205
06-22-1980,-1.657614e-06,81772.5,0.4277013,0.0041724574,252.3494,4.495092,-3.4563565,0.015130066,3.3764617
06-23-1980,5.8612798e-08,81852.336,0.507018,0.004544569,252.23688,4.69931,-0.53609943,-0.07922148,8.81913
06-24-1980,-1.2498723e-06,81781.18,0.36619785,0.0040454655,252.50092,4.7288013,-1.6470819,0.010512187,9.3997755
06-25-1980,-8.661988e-07,81887.164,0.37321657,0.004162378,252.74808,1.2316076,-5.8745193,0.01027839,0.75766903
06-26-1980,-2.2526567e-06,81846.45,0.35076573,0.0041205185,253.00348,0.93314624,-7.814149,-0.08918441,5.4274197
06-27-1980,3.1161633e-06,81772.04,0.37196782,0.0041631395,252.79446,-1.9234132,-5.786852,-0.010351691,3.4630537
06-28-1980,-1.4178723e-06,81764.984,0.3304918,0.004015637,252.70312,-3.7321897,-2.8785582,0.015243815,2.3236964
06-29-1980,-1.0891514e-07,81874.7,0.32129416,0.0037786835,252.49268,-3.867805,-3.3941646,-0.020162545,1.7780603
06-30-1980,1.0131371e-06,81993.12,0.3931901,0.00380798,252.59305,-2.554288,-5.4764743,0.0003199073,0.0561835
07-01-1980,-3.4931023e-07,82041.484,0.34918305,0.0040864563,252.85611,-4.592266,-8.844472,0.0009227236,0.07481001
07-02-1980,6.60243e-07,82110.14,0.41341335,0.00468262,252.9579,-11.985097,-6.980734,-0.007901384,2.5437627
07-03-1980,1.2733369e-06,82097.086,0.3175408,0.0035554944,252.92409,-13.198332,-0.43374258,0.039840043,0.83119047
07-04-1980,-1.7802511e-06,82162.336,0.33558014,0.0037903327,252.92581,-8.7999325,3.7672095,0.010641671,0.30959588
07-05-1980,-1.3337679e-07,82258.625,0.40918556,0.0041679163,252.89217,-7.974507,2.2772207,0.032540713,0.79964983
07-06-1980,1.195219e-06,82283.734,0.38785437,0.004036102,253.05942,-6.2450376,0.6085771,0.025989952,0.16115044
07-07-1980,-5.006743e-07,82235.47,0.3395327,0.004032628,252.99306,-2.530476,-3.4869702,0.029378971,0.22062686
07-08-1980,1.773531e-06,82130.33,0.43444636,0.0044544977,252.71704,-3.8339095,-3.1935232,-0.15428472,6.098104
07-09-1980,-1.17849524e-07,82081.45,0.31762806,0.0036022589,252.84457,-6.3157883,-0.5054639,0.01417536,0.8436858
07-10-1980,9.926723e-07,82128.91,0.29828098,0.0034583025,252.84856,-7.3203893,1.0011353,0.028656539,0.17159006
07-11-1980,6.409454e-07,82217.67,0.31346136,0.0035730042,253.2079,-8.890696,-0.42834982,0.029186856,0.2255153
07-12-1980,2.8652386e-07,82245.67,0.36375192,0.004009875,253.44719,-7.3772984,-2.4331076,0.03132003,0.012628134
07-13-1980,8.187129e-07,82250.55,0.392818,0.004470873,253.50179,-4.9993176,-2.386033,0.015030956,0.18127224
07-14-1980,1.0006401e-07,82202.59,0.38516733,0.0045825434,253.4191,-5.3552127,-2.6026793,0.025925476,0.15459542
07-15-1980,1.5004977e-06,82270.28,0.43416217,0.0046424367,253.59825,-5.5418067,0.63775444,0.004063396,0.1794215
07-16-1980,-1.2455918e-06,82194.26,0.41337264,0.00453104,253.6088,-3.681388,-2.869656,-0.038901743,3.0336454
07-17-1980,8.875956e-07,81922.43,0.43845564,0.0043550474,253.21396,-3.5016377,-2.7544732,-0.047757022,2.33918
07-18-1980,-2.7974286e-07,81814.59,0.41941488,0.0042559686,253.21739,-5.5072412,-1.3003128,0.0044064713,1.0170598
07-19-1980,-4.900466e-07,81911.7,0.4921565,0.0045059114,252.9742,-5.9947205,-0.46842402,-0.029978402,4.6312866
07-20-1980,5.828916e-07,81901.26,0.6021806,0.005011415,252.68202,-4.090129,0.053037323,-0.090986975,19.54022
07-21-1980,4.4934077e-06,81948.51,0.65820915,0.0051533575,252.46237,-1.8777798,0.9809357,-0.13139682,26.840738
07-22-1980,1.368183e-06,81878.38,0.64856374,0.005184839,252.43533,-1.5499005,-0.76780945,-0.10678149,13.575428
07-23-1980,3.2031255e-07,81690.32,0.60004973,0.00509194,252.64471,2.2494636,-1.8232017,-0.09355478,18.373009
07-24-1980,-2.2868909e-07,81613.47,0.36737475,0.004373128,253.04984,2.4900486,-2.8518448,0.010056787,4.2090993
07-25-1980,1.1125887e-07,81839.46,0.313649,0.0038802363,253.13922,2.9696808,0.39018485,0.04103636,1.4557096
07-26-1980,-5.1910877e-07,81972.34,0.46129185,0.0043521207,252.96872,3.8418825,3.8276045,-0.046187956,7.616385
07-27-1980,9.4224674e-07,81846.34,0.5194053,0.0045422884,252.73228,5.365279,2.2463078,-0.016479578,12.365356
07-28-1980,2.0311859e-06,81799.68,0.5666264,0.0048523527,252.69742,6.415163,0.9710087,-0.048783228,17.50083
07-29-1980,7.567073e-08,81784.25,0.40235722,0.0040446348,252.64882,5.376665,-0.61930245,0.022206353,2.4906697
07-30-1980,-1.0845529e-06,81786.24,0.22888902,0.0033643912,252.9174,-0.21777943,-4.550482,0.023875346,0.19593501
07-31-1980,-6.05212e-07,81814.92,0.2285343,0.0034780083,252.83649,-5.070699,-3.1186032,0.011612816,0.143782
08-01-1980,-1.234614e-06,81799.555,0.29454505,0.003597374,252.41066,-3.1484618,-0.38385928,0.036023226,1.4808859
08-02-1980,8.9651746e-07,81672.14,0.3581435,0.0037832712,252.21834,-1.1460626,2.8103168,0.038312923,2.4823928
08-03-1980,-7.540047e-07,81494.99,0.35441625,0.003838542,252.2243,0.046191838,1.9598302,0.04701513,1.4748658
08-04-1980,3.2811525e-07,81500.64,0.3824042,0.0036632905,252.29712,-0.7472901,-0.012075608,0.024141554,2.3065171
08-05-1980,-3.2848095e-07,81725.96,0.36962765,0.0037503866,252.456,-1.990636,0.4632371,0.009911998,0.28801608
08-06-1980,-1.6157368e-06,81966.08,0.3516245,0.0038924245,252.58803,-6.197576,0.3407454,0.048867747,0.56483275
08-07-1980,5.717766e-09,82127.43,0.41766506,0.004076332,252.89095,-5.40805,2.9194427,0.0031362327,0.44886953
08-08-1980,-9.734322e-07,82103.375,0.37640995,0.0037194176,253.44392,-5.1656995,2.3839319,0.016569626,0.18892615
